rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model
MAR04480	R01547	2.7.4.11	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000162433	P27144
MAR04480	R01547	2.7.4.11	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000162433	P27144
MAR04480	R01547	2.7.4.11	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000165695	Q96MA6
MAR04480	R01547	2.7.4.11	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000165695	Q96MA6
MAR04480	R01547	2.7.4.11	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000177646	Q9H845
MAR04480	R01547	2.7.4.11	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000177646	Q9H845
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000004455	P54819
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000004455	P54819
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000072778	P49748
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000072778	P49748
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000085231	Q9Y3D8
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000085231	Q9Y3D8
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000087008	O15254
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000087008	O15254
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000106992	P00568
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000106992	P00568
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000117054	P11310
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000117054	P11310
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000140057	Q96M32
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000140057	Q96M32
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000147853	Q9UIJ7
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000147853	Q9UIJ7
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000151498	Q9UKU7
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000151498	Q9UKU7
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000154027	Q9Y6K8
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000154027	Q9Y6K8
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000155085	Q5TCS8
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000155085	Q5TCS8
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000162433	P27144
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000162433	P27144
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000165695	Q96MA6
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000165695	Q96MA6
MAR04480	R01547	2.7.4.3	forward	ADP;dADP	C00008;C00206	ATP;dAMP	C00002;C00360	ENSG00000177646	Q9H845
MAR04480	R01547	2.7.4.3	reverse	ATP;dAMP	C00002;C00360	ADP;dADP	C00008;C00206	ENSG00000177646	Q9H845
MAR04481	R01560	3.5.4.4	forward	adenosine;H2O	C00212;C00001	inosine;NH3	C00294;C00014	ENSG00000093072	Q9NZK5
MAR04481	R01560	3.5.4.4	forward	adenosine;H2O	C00212;C00001	inosine;NH3	C00294;C00014	ENSG00000196839	P00813
MAR04486	R00725	2.7.1.1	forward	glucose;ITP	C00031;C00081	glucose-6-phosphate;H+;IDP	C00092;C00080;C00104	ENSG00000156510	Q2TB90
MAR04486	R00725	2.7.1.1	forward	glucose;ITP	C00031;C00081	glucose-6-phosphate;H+;IDP	C00092;C00080;C00104	ENSG00000156515	P19367
MAR04486	R00725	2.7.1.1	forward	glucose;ITP	C00031;C00081	glucose-6-phosphate;H+;IDP	C00092;C00080;C00104	ENSG00000159399	P52789
MAR04486	R00725	2.7.1.1	forward	glucose;ITP	C00031;C00081	glucose-6-phosphate;H+;IDP	C00092;C00080;C00104	ENSG00000160883	P52790
MAR04487	R01139	2.7.1.1	forward	dATP;glucose	C00131;C00031	dADP;glucose-6-phosphate;H+	C00206;C00092;C00080	ENSG00000156510	Q2TB90
MAR04487	R01139	2.7.1.1	forward	dATP;glucose	C00131;C00031	dADP;glucose-6-phosphate;H+	C00206;C00092;C00080	ENSG00000156515	P19367
MAR04487	R01139	2.7.1.1	forward	dATP;glucose	C00131;C00031	dADP;glucose-6-phosphate;H+	C00206;C00092;C00080	ENSG00000159399	P52789
MAR04487	R01139	2.7.1.1	forward	dATP;glucose	C00131;C00031	dADP;glucose-6-phosphate;H+	C00206;C00092;C00080	ENSG00000160883	P52790
MAR04488	R00876	2.7.1.1	forward	fructose;ITP	C02336;C00081	fructose-6-phosphate;H+;IDP	C00085;C00080;C00104	ENSG00000156510	Q2TB90
MAR04488	R00876	2.7.1.1	forward	fructose;ITP	C02336;C00081	fructose-6-phosphate;H+;IDP	C00085;C00080;C00104	ENSG00000156515	P19367
MAR04488	R00876	2.7.1.1	forward	fructose;ITP	C02336;C00081	fructose-6-phosphate;H+;IDP	C00085;C00080;C00104	ENSG00000159399	P52789
MAR04488	R00876	2.7.1.1	forward	fructose;ITP	C02336;C00081	fructose-6-phosphate;H+;IDP	C00085;C00080;C00104	ENSG00000160883	P52790
MAR04489	R01140	2.7.1.1	forward	dATP;fructose	C00131;C02336	dADP;fructose-6-phosphate;H+	C00206;C00085;C00080	ENSG00000156510	Q2TB90
MAR04489	R01140	2.7.1.1	forward	dATP;fructose	C00131;C02336	dADP;fructose-6-phosphate;H+	C00206;C00085;C00080	ENSG00000156515	P19367
MAR04489	R01140	2.7.1.1	forward	dATP;fructose	C00131;C02336	dADP;fructose-6-phosphate;H+	C00206;C00085;C00080	ENSG00000159399	P52789
MAR04489	R01140	2.7.1.1	forward	dATP;fructose	C00131;C02336	dADP;fructose-6-phosphate;H+	C00206;C00085;C00080	ENSG00000160883	P52790
MAR04492	R01327	2.7.1.1	forward	ITP;mannose	C00081;C00159	H+;IDP;mannose-6-phosphate	C00080;C00104;C00275	ENSG00000156510	Q2TB90
MAR04492	R01327	2.7.1.1	forward	ITP;mannose	C00081;C00159	H+;IDP;mannose-6-phosphate	C00080;C00104;C00275	ENSG00000156515	P19367
MAR04492	R01327	2.7.1.1	forward	ITP;mannose	C00081;C00159	H+;IDP;mannose-6-phosphate	C00080;C00104;C00275	ENSG00000159399	P52789
MAR04492	R01327	2.7.1.1	forward	ITP;mannose	C00081;C00159	H+;IDP;mannose-6-phosphate	C00080;C00104;C00275	ENSG00000160883	P52790
MAR04493	R01330	2.7.1.1	forward	dATP;mannose	C00131;C00159	dADP;H+;mannose-6-phosphate	C00206;C00080;C00275	ENSG00000156510	Q2TB90
MAR04493	R01330	2.7.1.1	forward	dATP;mannose	C00131;C00159	dADP;H+;mannose-6-phosphate	C00206;C00080;C00275	ENSG00000156515	P19367
MAR04493	R01330	2.7.1.1	forward	dATP;mannose	C00131;C00159	dADP;H+;mannose-6-phosphate	C00206;C00080;C00275	ENSG00000159399	P52789
MAR04493	R01330	2.7.1.1	forward	dATP;mannose	C00131;C00159	dADP;H+;mannose-6-phosphate	C00206;C00080;C00275	ENSG00000160883	P52790
MAR04495	R01964	2.7.1.1	forward	glucosamine;ITP	C00329;C00081	glucosamine-6-phosphate;H+;IDP	C00352;C00080;C00104	ENSG00000156510	Q2TB90
MAR04495	R01964	2.7.1.1	forward	glucosamine;ITP	C00329;C00081	glucosamine-6-phosphate;H+;IDP	C00352;C00080;C00104	ENSG00000156515	P19367
MAR04495	R01964	2.7.1.1	forward	glucosamine;ITP	C00329;C00081	glucosamine-6-phosphate;H+;IDP	C00352;C00080;C00104	ENSG00000159399	P52789
MAR04495	R01964	2.7.1.1	forward	glucosamine;ITP	C00329;C00081	glucosamine-6-phosphate;H+;IDP	C00352;C00080;C00104	ENSG00000160883	P52790
MAR04496	R01965	2.7.1.1	forward	dATP;glucosamine	C00131;C00329	dADP;glucosamine-6-phosphate;H+	C00206;C00352;C00080	ENSG00000156510	Q2TB90
MAR04496	R01965	2.7.1.1	forward	dATP;glucosamine	C00131;C00329	dADP;glucosamine-6-phosphate;H+	C00206;C00352;C00080	ENSG00000156515	P19367
MAR04496	R01965	2.7.1.1	forward	dATP;glucosamine	C00131;C00329	dADP;glucosamine-6-phosphate;H+	C00206;C00352;C00080	ENSG00000159399	P52789
MAR04496	R01965	2.7.1.1	forward	dATP;glucosamine	C00131;C00329	dADP;glucosamine-6-phosphate;H+	C00206;C00352;C00080	ENSG00000160883	P52790
MAR04518	R01676	3.5.4.3	forward	guanine;H2O	C00242;C00001	NH3;xanthine	C00014;C00385	ENSG00000119125	Q9Y2T3
MAR04519	R01768	1.17.1.4	forward	H2O;hypoxanthine;NAD+	C00001;C00262;C00003	H+;NADH;xanthine	C00080;C00004;C00385	ENSG00000158125	P47989
MAR04520	R01769	1.17.3.2	forward	H2O;hypoxanthine;O2	C00001;C00262;C00007	H2O2;xanthine	C00027;C00385	ENSG00000158125	P47989
MAR04573	R01858	2.7.1.40	forward	dGDP;H+;PEP	C00361;C00080;C00074	dGTP;pyruvate	C00286;C00022	ENSG00000067225	P14618
MAR04573	R01858	2.7.1.40	forward	dGDP;H+;PEP	C00361;C00080;C00074	dGTP;pyruvate	C00286;C00022	ENSG00000143627	P30613
MAR04574	R01863	2.4.2.1	forward	inosine;Pi	C00294;C00009	hypoxanthine;ribose-1-phosphate	C00262;C00620	ENSG00000198805	P00491
MAR04574	R01863	2.4.2.1	reverse	hypoxanthine;ribose-1-phosphate	C00262;C00620	inosine;Pi	C00294;C00009	ENSG00000198805	P00491
MAR04600	R01967	2.7.1.113	forward	ATP;deoxyguanosine	C00002;C00330	ADP;dGMP;H+	C00008;C00362;C00080	ENSG00000114956	Q16854
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000014257	P15309
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000076685	P49902
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000116981	Q9BXI3
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000122643	Q9H0P0
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000125458	Q8TCD5
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000135318	P21589
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000141698	Q969T7
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000146587	Q9NYW8
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000185013	Q96P26
MAR04602	R01968	3.1.3.5	forward	dGMP;H2O	C00362;C00001	deoxyguanosine;Pi	C00330;C00009	ENSG00000205309	Q9NPB1
MAR04603	R01969	2.4.2.1	forward	2-deoxy-D-ribose-1-phosphate;guanine	C00672;C00242	deoxyguanosine;Pi	C00330;C00009	ENSG00000198805	P00491
MAR04603	R01969	2.4.2.1	reverse	deoxyguanosine;Pi	C00330;C00009	2-deoxy-D-ribose-1-phosphate;guanine	C00672;C00242	ENSG00000198805	P00491
MAR04603	R01969	2.4.2.4	forward	2-deoxy-D-ribose-1-phosphate;guanine	C00672;C00242	deoxyguanosine;Pi	C00330;C00009	ENSG00000198805	P00491
MAR04603	R01969	2.4.2.4	reverse	deoxyguanosine;Pi	C00330;C00009	2-deoxy-D-ribose-1-phosphate;guanine	C00672;C00242	ENSG00000198805	P00491
MAR04611	R02014	1.17.4.1	forward	ATP;thioredoxin	C00002;C00342	dATP;H2O;oxidized thioredoxin	C00131;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04611	R02014	1.17.4.1	forward	ATP;thioredoxin	C00002;C00342	dATP;H2O;oxidized thioredoxin	C00131;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04612	R02017	1.17.4.1	forward	ADP;thioredoxin	C00008;C00342	dADP;H2O;oxidized thioredoxin	C00206;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04612	R02017	1.17.4.1	forward	ADP;thioredoxin	C00008;C00342	dADP;H2O;oxidized thioredoxin	C00206;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04614	R02020	1.17.4.1	forward	GTP;thioredoxin	C00044;C00342	dGTP;H2O;oxidized thioredoxin	C00286;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04614	R02020	1.17.4.1	forward	GTP;thioredoxin	C00044;C00342	dGTP;H2O;oxidized thioredoxin	C00286;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04615	R02019	1.17.4.1	forward	GDP;thioredoxin	C00035;C00342	dGDP;H2O;oxidized thioredoxin	C00361;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04615	R02019	1.17.4.1	forward	GDP;thioredoxin	C00035;C00342	dGDP;H2O;oxidized thioredoxin	C00361;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04617	R02022	1.17.4.1	forward	CTP;thioredoxin	C00063;C00342	dCTP;H2O;oxidized thioredoxin	C00458;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04617	R02022	1.17.4.1	forward	CTP;thioredoxin	C00063;C00342	dCTP;H2O;oxidized thioredoxin	C00458;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04618	R02023	1.17.4.1	forward	thioredoxin;UTP	C00342;C00075	dUTP;H2O;oxidized thioredoxin	C00460;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04618	R02023	1.17.4.1	forward	thioredoxin;UTP	C00342;C00075	dUTP;H2O;oxidized thioredoxin	C00460;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04619	R02024	1.17.4.1	forward	CDP;thioredoxin	C00112;C00342	dCDP;H2O;oxidized thioredoxin	C00705;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04619	R02024	1.17.4.1	forward	CDP;thioredoxin	C00112;C00342	dCDP;H2O;oxidized thioredoxin	C00705;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04621	R02018	1.17.4.1	forward	thioredoxin;UDP	C00342;C00015	dUDP;H2O;oxidized thioredoxin	C01346;C00001;C00343	ENSG00000048392;ENSG00000100348;ENSG00000167325;ENSG00000171848	P31350;Q7LG56;P23921;Q99757
MAR04621	R02018	1.17.4.1	forward	thioredoxin;UDP	C00342;C00015	dUDP;H2O;oxidized thioredoxin	C01346;C00001;C00343	ENSG00000048392;ENSG00000136810;ENSG00000167325;ENSG00000171848	P10599;P31350;Q7LG56;P23921
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000014257	P15309
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000076685	P49902
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000116981	Q9BXI3
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000122643	Q9H0P0
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000125458	Q8TCD5
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000135318	P21589
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000141698	Q969T7
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000146587	Q9NYW8
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000185013	Q96P26
MAR04632	R02088	3.1.3.5	forward	dAMP;H2O	C00360;C00001	deoxyadenosine;Pi	C00559;C00009	ENSG00000205309	Q9NPB1
MAR04646	R02103	1.17.1.4	forward	H2O;NAD+;xanthine	C00001;C00003;C00385	H+;NADH;urate	C00080;C00004;C00366	ENSG00000158125	P47989
MAR04649	R02107	1.17.3.2	forward	H2O;O2;xanthine	C00001;C00007;C00385	H2O2;urate	C00027;C00366	ENSG00000158125	P47989
MAR04650	R02107	1.17.3.2	forward	FAD;H2O;xanthine	C00016;C00001;C00385	FADH2;urate	C01352;C00366	ENSG00000158125	P47989
MAR04651	R02147	2.4.2.15	forward	guanosine;Pi	C00387;C00009	guanine;ribose-1-phosphate	C00242;C00620	ENSG00000198805	P00491
MAR04651	R02147	2.4.2.15	reverse	guanine;ribose-1-phosphate	C00242;C00620	guanosine;Pi	C00387;C00009	ENSG00000198805	P00491
MAR04651	R02147	2.4.2.1	forward	guanosine;Pi	C00387;C00009	guanine;ribose-1-phosphate	C00242;C00620	ENSG00000198805	P00491
MAR04651	R02147	2.4.2.1	reverse	guanine;ribose-1-phosphate	C00242;C00620	guanosine;Pi	C00387;C00009	ENSG00000198805	P00491
MAR04663	R02297	2.4.2.1	forward	Pi;xanthosine	C00009;C01762	ribose-1-phosphate;xanthine	C00620;C00385	ENSG00000198805	P00491
MAR04663	R02297	2.4.2.1	reverse	ribose-1-phosphate;xanthine	C00620;C00385	Pi;xanthosine	C00009;C01762	ENSG00000198805	P00491
MAR04664	R02142	2.4.2.22	forward	PRPP;xanthine	C00119;C00385	PPi;xanthosine-5-phosphate	C00013;C00655	ENSG00000165704	P00492
MAR04694	R02556	3.5.4.4	forward	deoxyadenosine;H2O	C00559;C00001	deoxyinosine;NH3	C05512;C00014	ENSG00000093072	Q9NZK5
MAR04694	R02556	3.5.4.4	forward	deoxyadenosine;H2O	C00559;C00001	deoxyinosine;NH3	C05512;C00014	ENSG00000196839	P00813
MAR04695	R02557	2.4.2.1	forward	2-deoxy-D-ribose-1-phosphate;adenine	C00672;C00147	deoxyadenosine;Pi	C00559;C00009	ENSG00000198805	P00491
MAR04695	R02557	2.4.2.1	reverse	deoxyadenosine;Pi	C00559;C00009	2-deoxy-D-ribose-1-phosphate;adenine	C00672;C00147	ENSG00000198805	P00491
MAR04695	R02557	2.4.2.4	forward	2-deoxy-D-ribose-1-phosphate;adenine	C00672;C00147	deoxyadenosine;Pi	C00559;C00009	ENSG00000198805	P00491
MAR04695	R02557	2.4.2.4	reverse	deoxyadenosine;Pi	C00559;C00009	2-deoxy-D-ribose-1-phosphate;adenine	C00672;C00147	ENSG00000198805	P00491
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000014257	P15309
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000076685	P49902
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000116981	Q9BXI3
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000122643	Q9H0P0
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000125458	Q8TCD5
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000135318	P21589
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000141698	Q969T7
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000146587	Q9NYW8
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000185013	Q96P26
MAR04705	R02719	3.1.3.5	forward	H2O;xanthosine-5-phosphate	C00001;C00655	Pi;xanthosine	C00009;C01762	ENSG00000205309	Q9NPB1
MAR04709	R02748	2.4.2.1	forward	2-deoxy-D-ribose-1-phosphate;hypoxanthine	C00672;C00262	deoxyinosine;Pi	C05512;C00009	ENSG00000198805	P00491
MAR04709	R02748	2.4.2.1	reverse	deoxyinosine;Pi	C05512;C00009	2-deoxy-D-ribose-1-phosphate;hypoxanthine	C00672;C00262	ENSG00000198805	P00491
MAR04709	R02748	2.4.2.4	forward	2-deoxy-D-ribose-1-phosphate;hypoxanthine	C00672;C00262	deoxyinosine;Pi	C05512;C00009	ENSG00000198805	P00491
MAR04709	R02748	2.4.2.4	reverse	deoxyinosine;Pi	C05512;C00009	2-deoxy-D-ribose-1-phosphate;hypoxanthine	C00672;C00262	ENSG00000198805	P00491
MAR04799	R04144	6.3.4.13	forward	5-phosphoribosylamine;ATP;glycine	C03090;C00002;C00037	ADP;GAR;H+;Pi	C00008;C03838;C00080;C00009	ENSG00000159131	P22102
MAR04802	R04208	6.3.3.1	forward	5-phosphoribosylformylglycinamidine;ATP	C04640;C00002	ADP;AIR;H+;Pi	C00008;C03373;C00080;C00009	ENSG00000159131	P22102
MAR04804	R04209	4.1.1.21	forward	5-phosphoribosyl-4-carboxy-5-aminoimidazole;H+	C04751;C00080	AIR;CO2	C03373;C00011	ENSG00000128050	P22234
MAR04804	R04209	4.1.1.21	reverse	AIR;CO2	C03373;C00011	5-phosphoribosyl-4-carboxy-5-aminoimidazole;H+	C04751;C00080	ENSG00000128050	P22234
MAR04808	R04463	6.3.5.3	forward	ATP;glutamine;H2O;N-formyl-GAR	C00002;C00064;C00001;C04376	5-phosphoribosylformylglycinamidine;ADP;glutamate;H+;Pi	C04640;C00008;C00025;C00080;C00009	ENSG00000178921	O15067
MAR04810	R04591	6.3.2.6	forward	5-phosphoribosyl-4-carboxy-5-aminoimidazole;aspartate;ATP	C04751;C00049;C00002	ADP;H+;Pi;SAICAR	C00008;C00080;C00009;C04823	ENSG00000128050	P22234
MAR04812	R04559	4.3.2.2	forward	AICAR;fumarate	C04677;C00122	SAICAR	C04823	ENSG00000100354	Q9UPQ9
MAR04812	R04559	4.3.2.2	reverse	SAICAR	C04823	AICAR;fumarate	C04677;C00122	ENSG00000100354	Q9UPQ9
MAR04812	R04559	4.3.2.2	forward	AICAR;fumarate	C04677;C00122	SAICAR	C04823	ENSG00000239900	P30566
MAR04812	R04559	4.3.2.2	reverse	SAICAR	C04823	AICAR;fumarate	C04677;C00122	ENSG00000239900	P30566
MAR04814	R04560	2.1.2.3	forward	10-formyl-THF;AICAR	C00234;C04677	FAICAR;THF	C04734;C00101	ENSG00000138363	P31939
MAR04814	R04560	2.1.2.3	reverse	FAICAR;THF	C04734;C00101	10-formyl-THF;AICAR	C00234;C04677	ENSG00000138363	P31939
MAR05301	R00968	2.7.1.48	forward	GTP;uridine	C00044;C00299	GDP;H+;UMP	C00035;C00080;C00105	ENSG00000130717	Q9HA47
MAR05301	R00968	2.7.1.48	forward	GTP;uridine	C00044;C00299	GDP;H+;UMP	C00035;C00080;C00105	ENSG00000143179	Q9BZX2
MAR05301	R00968	2.7.1.48	forward	GTP;uridine	C00044;C00299	GDP;H+;UMP	C00035;C00080;C00105	ENSG00000198276	Q9NWZ5
MAR05353	R02090	2.7.4.8	forward	ADP;dGDP	C00008;C00361	ATP;dGMP	C00002;C00362	ENSG00000143774	Q16774
MAR05353	R02090	2.7.4.8	reverse	ATP;dGMP	C00002;C00362	ADP;dGDP	C00008;C00361	ENSG00000143774	Q16774
MAR06601	R02422	3.5.3.4	forward	allantoate;H2O	C00499;C00001	urea;ureidoglycolate	C00086;C00603	ENSG00000151360	Q8N6M5
MAR06602		1.11.1.7	forward	H2O2;urate	C00027;C00366	alloxan;H+;urea	C07599;C00080;C00086	ENSG00000117592	P30041
MAR06602		1.11.1.7	reverse	alloxan;H+;urea	C07599;C00080;C00086	H2O2;urate	C00027;C00366	ENSG00000117592	P30041
MAR06602		1.11.1.7	forward	H2O2;urate	C00027;C00366	alloxan;H+;urea	C07599;C00080;C00086	ENSG00000121053	P11678
MAR06602		1.11.1.7	reverse	alloxan;H+;urea	C07599;C00080;C00086	H2O2;urate	C00027;C00366	ENSG00000121053	P11678
MAR06602		1.11.1.7	forward	H2O2;urate	C00027;C00366	alloxan;H+;urea	C07599;C00080;C00086	ENSG00000130508	Q92626
MAR06602		1.11.1.7	reverse	alloxan;H+;urea	C07599;C00080;C00086	H2O2;urate	C00027;C00366	ENSG00000130508	Q92626
